	('fca6a37ac8ff4e5892205eec1f5a7cd9f6cac1d150f2410687be0949e36b09bf','sdfsdf','fdsdf','admin','2017-01-08 02:39:38.0','admin','2017-01-09 06:58:07.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('257604c434444ec4bde7f3fd71c8db3f51dfbf602edc40f5bfc207a9d454a36e','fff','ggg','admin','2017-01-15 09:56:00.0','admin','2017-01-15 02:12:40.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('73434656ac0e43589906c96a7a32183e47e007a814f142b29b54641ce0d22523','我的购物车','我的购物车','admin','2017-01-08 02:55:23.0','admin','2017-01-09 07:20:39.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('5131ce01dd594261b3a8557451f02a1532f9038fdf18411989c07ed942a552f6','1','待收货','admin','2017-01-08 03:04:33.0','admin','2017-01-12 17:09:04.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('cd446e24c6c34e1eb3decf9fac357d347ac53bfa183a4904a9dfc7f92e4efd77','待发货','0000','admin','2017-01-08 06:00:35.0','admin','2017-01-09 06:09:44.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d0596eb95dbd47a09394a888cb229ac3730ddf3b42fd459d8d9f3cb8fbed3b36','天天','33','admin','2017-01-08 07:26:03.0','admin','2017-01-09 06:33:41.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('c32f03b0f98d4e33a885fb7690b3650954dd4f99d6974fb89c46756963d4d570','woshi','yigehaoren','admin','2017-01-09 06:11:31.0','admin','2017-01-10 15:01:32.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('33504c345b224702b639b2fdd040b743d376c117c8fe48c9acbff6d10658142c','wo','嘎嘎嘎','admin','2017-01-09 09:11:17.0','admin','2017-01-09 09:11:21.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f20b5b661fa34e67898ee3b2e982db4ecfd8d48a17a14faaac6dfcfd18e438e1','201701123','今天的日期','admin','2017-01-12 10:32:03.0','admin','2017-01-12 11:18:44.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('1305733bcf6f4a0f8e64f0044f36497fcee6fd972d1c4efeb9f97ae0f5d6edef','新增目录测试','一次测试管理fhjgjdskg','admin','2017-01-12 02:23:43.0','admin','2017-01-13 11:21:19.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('9d98f54b868b464b876e5ba27487f05d3a51f992ff544f8f8c56d6d9de311a39','测试一','法艰苦国际可了打击各类可打击啊高考两大机构开立','admin','2017-01-12 02:59:01.0','admin','2017-01-13 13:50:08.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('ce1508d6df5c4a608a69d0a13238d336917e733837d840b883e42cc30ed63203','aaaa','aaaa','548879f423ab47a8ad3498aeff31c8a1','2016-11-03 10:45:37.0','admin','2017-01-08 06:23:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('0e971550d7504bad9e0e1294410aed06f70ca343f864477ca05c0dac81f0a5b3','vvvvv',NULL,'admin','2016-11-03 13:27:50.0','admin','2017-01-08 06:23:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('6dc4292262d642498ada93cae938caec8e9e37a2cb114bf89d9e6aae8b94ccde','vvv',NULL,'admin','2016-11-03 13:29:20.0','admin','2017-01-08 06:23:15.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('9c2a2319336b4541adf5c2f6a27ff06294b934ce627e4790a7841ad1bd1ca992','a1','a','548879f423ab47a8ad3498aeff31c8a1','2017-01-04 17:24:00.0','admin','2017-01-12 16:31:31.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('7c3292e5ec2444e8a117171217025a41b4f159b4847f4009b0a41ef64410a745','12121','111','admin','2016-11-16 10:01:18.0','admin','2017-01-08 06:23:15.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('7f56b3995a2146b4b17393925bd1259e6828ada17d9c417ab07e7fc6fb858055','123','321','admin','2016-11-16 10:05:31.0','admin','2017-01-09 06:11:14.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('369e47283b2343868e7e3b3ac22e3f2b93b6c3344ec94b76b0617264a56974d8','1230','321','admin','2016-11-16 10:06:42.0','admin','2017-01-09 06:11:14.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('1d99557c173541c68e3f62a620e1c34c907e6460014c4d88afae4cafc5d644f3','qq','ww','admin','2016-11-16 10:10:41.0','admin','2016-12-01 16:38:39.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f0421032b3474106bc37134e2c4272a73aeef019d9a74015ac01db29fcceeb7a','ww','qq','admin','2016-11-16 10:15:05.0','admin','2017-01-12 11:19:40.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('4f279d7cff11447a8d3dc1a6dde198e9f287e9161bac4850aeccb57597f78834','去去去去','1212','admin','2016-11-16 10:28:33.0','admin','2017-01-09 06:11:14.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('def1b2dccf434c1a80bd25ac4b728a09c297d4e0ddc541b8a0fc07b71577997c','sfsadf','asdfasd','admin','2016-11-18 16:01:34.0','admin','2017-01-08 06:22:56.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d8bfc99dacef49dda3b57f04732e80af22dfa631249849f5b1f0a35e6d874d08','adfad','asdfasdf','admin','2016-12-23 14:48:42.0','admin','2017-01-12 11:19:57.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('e6e53b543c6645b4931191dbae8822e4f434b840d9654274ae3b8e6d42d2c785','好的','好的','admin','2016-12-23 01:15:39.0','admin','2017-01-12 14:12:35.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('bc27a26306c447cba958f2a6c141e08544f652a87a1445cfbaead7fe27f2215a','20161224','20161224','admin','2016-12-23 01:22:43.0','admin','2017-01-12 11:19:33.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('a86c00f63d19437c8924cb20c9424df1a79f12f74c5148c6bf476b518965e4cb','sdf','基地管理','admin','2016-12-23 01:24:02.0','admin','2017-01-12 17:01:53.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('33f87464cd354bc9b29dff2347cb0279769b4e4a331f44a78885cfe37f9834eb','质量管理','质量','admin','2016-12-23 01:25:06.0','admin','2017-01-12 11:19:15.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('7ee87789c8d24f8b96c44d25b6db4e17043044b2b5674fd9b8fe09ee83052e7a','权限管理','权限管理','admin','2016-12-23 01:52:10.0','admin','2017-01-12 11:19:00.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('da6119530c274ff795cef16262aac665e26cb2ee7d774ce387c5391dd820b48c','测试验证','测试验证','admin','2016-12-23 02:14:12.0','admin','2017-01-12 11:19:16.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d8582b7bfc1a4b4bbdd3612cd0d78cf5fd23287930964d36a836ed01b5cc9d29','sadf','测试测试','admin','2016-12-23 02:16:09.0','admin','2017-01-12 17:01:57.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('94e25022dbae482fa81daf99e5775e9eb5817a6c9a6c46d6b876dc67679c9864','11','11','admin','2017-01-13 15:28:31.0','admin','2017-01-13 15:45:47.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('e01be65bc6b54bf29d95ced95ad3f3fa244e084fb6a34686922de29ecbcc198f','2222212222222222222222','1','admin','2017-01-13 10:39:50.0','admin','2017-01-13 10:43:02.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('103aad6ecc764932b5570e7a6f919cb75788e7ddeec24289917ef6be82c56b3f','f','f','admin','2017-01-13 10:43:20.0','admin','2017-01-13 11:21:19.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('5779c289830340df9c1f5f420274b3c6449a71368a74412e8499cbf6a7c25863','d',NULL,'admin','2017-01-13 10:43:27.0','admin','2017-01-13 11:21:19.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('b55f4d68b9c3438ea3cc3e3071ca49cba782d97633e74830b9ccccadee84b920','s1',NULL,'admin','2017-01-13 10:43:37.0','admin','2017-01-13 13:53:05.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('fde7656b6dcb40008c112f7bef2d94ab1b3ca845d93d452cabfbca57cfa849d0','s','s','admin','2017-01-13 11:22:02.0','admin','2017-01-13 15:45:47.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('1da8eb12b33a4d8da13b5149ef8bc68b5a3a229d8484481a8f6190db6e6528c8','asdf','asdf','admin','2017-01-16 11:47:13.0','admin','2017-01-16 13:48:10.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f6f2ec63f46c498798a32ff6175863b7e5c7b6a87a73497ab6fde0bc5024c236','asdfasdfasdfasdfasdfasd','fasdfasdfasdfdsaf','admin','2017-01-13 15:29:22.0','admin','2017-01-13 15:45:47.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('cf675d36bc564a178a190cdec65cd5d335232df4157f43cfb906baa2377cc203','rt','rty','admin','2017-01-13 15:45:43.0','admin','2017-01-13 15:45:47.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('440b8df7f05c43db8118301c712462b6230595d095ac4f8992141bbf18170f62','你好cs','你好cs','admin','2017-01-20 10:47:14.0','admin','2017-01-20 10:47:14.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL))
  (rows 159))

(tabledump 'T_DGAP_ROLE_RESOURCE'
  (file-encoding 'UTF-8')
  (dump-version 1 1)
  (henplus-version '0.9.5')
  (time '2017-01-20 13:58:17.364')
  (database-info 'Oracle - Oracle Database 11g Enterprise Edition Release 11.2.0.1.0 - 64bit Production
With the Partitioning, OLAP, Data Mining and Real Application Testing options')
  (meta ('ID',     'ROLE_ID', 'RESOURCE_ID', 'CREATE_BY', 'CREATE_TIME', 'UPDATE_BY', 'UPDATE_TIME', 'DEL_FLAG', 'RESERVED_FIELD1', 'RESERVED_FIELD2', 'RESERVED_FIELD3', 'RESERVED_FIELD4', 'RESERVED_FIELD5', 'RESERVED_FIELD6', 'RESERVED_FIELD7', 'RESERVED_FIELD8', 'RESERVED_FIELD9', 'RESERVED_FIELD10', 'RESERVED_FIELD11', 'RESERVED_FIELD12', 'RESERVED_FIELD13', 'RESERVED_FIELD14', 'RESERVED_FIELD15', 'RESERVED_FIELD16', 'RESERVED_FIELD17', 'RESERVED_FIELD18', 'RESERVED_FIELD19', 'RESERVED_FIELD20')
	('STRING', 'STRING',  'STRING',      'STRING',    'TIMESTAMP',   'STRING',    'TIMESTAMP',   'STRING',   'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',          'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING',           'STRING'          ))
  (data ('dde0b3a3fc55423fa15f6b2a25bdd89d47ed70e14160461ab98dcf9967855a50','b64fabaa5c7247678dcb709477b7ba67750e0a6326e74389a3c46a5b5b46eb51','f205748642e84e0cb2e6b68626b34d0da145f656f8e84cffa01492507adb4658','admin','2017-01-20 10:49:31.0','admin','2017-01-20 10:49:31.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('fc48cd32779849d8bf387937a4901684df928ebf01a64ce694a8290d028b360e','c7414a00eb274bcb97dc1f400f3a9973e186b66778f348e28acc4959974b67fa','65a37e5c5b97415d8d81f8958be558f4bdbb699f79e44a0d97348cb3b4273b5b','admin','2016-11-07 10:06:25.0','admin','2016-11-24 16:05:10.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('4d6ed5ba08034405a0741633a5c367b36a93238c353343b7bc045ecd4a3c727f','df8ec0b9736544fd9b770a062be81e461eb44361592b47d19deedba09e1516f6','27ea4f144e994547808f7a71e75d407e42fe2714e36d44ec80b1cbc6dc865e34','admin','2016-11-07 10:06:30.0','admin','2016-11-24 16:05:20.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('a118e3c9a7394fe09948a03aaf57e41294fb7bf477e84718a690f4242512358c','c7414a00eb274bcb97dc1f400f3a9973e186b66778f348e28acc4959974b67fa','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','admin','2016-11-07 10:06:35.0','admin','2016-11-24 16:05:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('6bfae593f6dc4d89a38ccfd2cdb87b24d7653a9cfeb54ccf85318604ca76c6f7','yy','0df13918ea6d447d90691ffa11da4ffb436233952b3d432e801d8c25f2de5eb2','admin','2016-11-07 10:11:53.0','admin','2016-11-24 16:05:20.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('8066fcfffbcb426eb05384da389cdb49a03b5b0d9a064d46940823b00ca52c8e','yy','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','admin','2016-11-07 10:11:58.0','admin','2016-11-24 16:05:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('6f46819272cb420aaab15bac0017ab6271ae90d733564cc08d620e00f730283d','yy','1aa89fa0ade04cb3a125e925151cfd040573d4e893754d26a16d95119c5bfad3','admin','2016-11-07 10:12:01.0','admin','2016-11-24 16:05:20.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('fdae7bcff1874d808c1265c009fd59dfebad17229ce34ec4974bd5c2dc134081','yy','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','admin','2016-11-07 10:12:05.0','admin','2016-11-23 17:36:39.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('78af92a7b14648acbc8c6e79e7b4ad36950a03f15f0a4dd68a65d2353299e15d','yy','65a37e5c5b97415d8d81f8958be558f4bdbb699f79e44a0d97348cb3b4273b5b','admin','2016-11-07 10:12:08.0','admin','2016-11-24 16:05:10.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('579295411e27459db8815259e14ad1d685bc90108bbb4dcca0ab3a0a14d8424d','yy','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','admin','2016-11-07 10:12:12.0','admin','2016-11-24 16:05:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('306d2455123547b6be7946de7af3c9b17019b96be86748de99ac53f0afdda24f','yy','8b3a4032319b4500a93e771132890e93724fcdbe9cd241e58e0b2ca083418a81','admin','2016-11-07 10:12:15.0','admin','2016-11-24 16:05:20.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f90a080134f54522ab2c2b8ad3b11b967f774847c93041798b0fe3cd1ea016c5','yy','65a37e5c5b97415d8d81f8958be558f4bdbb699f79e44a0d97348cb3b4273b5b','admin','2016-11-07 10:12:22.0','admin','2016-11-24 16:05:10.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('2804e78b49b04e40b6561bcb4df9b53d4e802166b6004148a0d751bcadb318c9','yy','0df13918ea6d447d90691ffa11da4ffb436233952b3d432e801d8c25f2de5eb2','admin','2016-11-07 10:47:05.0','admin','2016-11-24 16:05:20.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('cd57cc5907d949cc92031f3d7e228a1d0101d70f78c14a6aa832d096a269b072','dfb7ae5bf891412d9ef48324c619aa41bc0c00b4cee7447cb1d150ac52c56a58','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','admin','2017-01-11 09:39:20.0','admin','2017-01-10 09:28:05.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('330dd31ac5a045639ead867a730829e6925d84ef491244ed864ac387e4c8ab19','e30b05405eb04ee4a8951c846ea178c8a57e7f53a2c6496285f0d1506d3c3fd5','f0e1020dcc47476f8a834b6e3abd4f10323b0a58f3a447319d10eca9988250a3','admin','2017-01-11 11:33:44.0','admin','2017-01-10 09:28:05.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('6fd94eb5050f4e688a692a04d51c4776fb126803fcb74e47a233ca28e1234d8e','64b1ad58fb924e129bec0c70a6ae8bb3706619636d6b457cabb636e218888fd1','a336bbd383d942abb6762d85b66aea53a4771fcc8005403ebd355765913fc76c','admin','2017-01-11 11:34:07.0','admin','2017-01-16 09:36:25.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('37c7314fa9f44c3f9c9fa49bd8d6e9a42b2f5349f6e44622b9cdf7fb21654259','63a0d18614db4ac886ff0f53e6901fa58283b7935701402c8faee2170a506445','aaf98e094d1a43c9af2640a890136c377767d0a9278945438f427614d76f8969','admin','2017-01-12 02:00:05.0','admin','2017-01-13 17:34:56.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('bf9b9819565541cb9d787a496c96f17303076887c2424741861ec9b79449d140','63a0d18614db4ac886ff0f53e6901fa58283b7935701402c8faee2170a506445','aaf98e094d1a43c9af2640a890136c377767d0a9278945438f427614d76f8969','admin','2017-01-12 02:00:05.0','admin','2017-01-13 17:34:48.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('fc6f695a3a734ec9931c5367e0bf5b5c40b6476a95cc4493bf92f5f8d8bb9d4c','63a0d18614db4ac886ff0f53e6901fa58283b7935701402c8faee2170a506445','aaf98e094d1a43c9af2640a890136c377767d0a9278945438f427614d76f8969','admin','2017-01-12 02:00:05.0','admin','2017-01-13 17:34:48.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('aaf2c4e3f3154ce2a04e3fa37b4da0891a72bf0f5b084dcfb52558493faddcf3','yy','a77989e5b9274b73bc85786a5eb361423345217005364d3091a3deabdffd5607','admin','2016-11-17 14:55:25.0','admin','2016-11-24 16:05:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('60268100155a43bd9adf535c2d2d1daf50aa55aa54a64c3fb8ac6321135ca8ae','ec0ff7d8e3424762b698c1507d8eb09e0dec0cc09b7c48e49720aef64a1d1a82','f0e1020dcc47476f8a834b6e3abd4f10323b0a58f3a447319d10eca9988250a3','admin','2017-01-15 08:33:26.0','admin','2017-01-15 08:33:26.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('df2d69b04eb04fcb9bd92250028386efbd031071630f4f2ca90508817d899d64','ec0ff7d8e3424762b698c1507d8eb09e0dec0cc09b7c48e49720aef64a1d1a82','f550cae904bd4ef9a4ff2eacdaa951d457a6ca877e0b4dc48f1d0289758bad17','admin','2016-12-26 11:27:27.0','admin','2016-12-29 16:35:17.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f8b12d74a0aa41318882af24adc0011710f3c72040b4495d9843e528bc8f2881','803519005095624704','ae2ff69f5bb14d0aaf00304097e758f53e9373cba9eb44c6ae4a13013b271676','admin','2016-12-26 11:32:51.0','admin','2016-12-29 16:35:17.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('ddacbbcbc2dd4d809357ef1789bfe01a7adb9c41f192477b89df846e7153d2f6','803519005095624704','095ef90511684f198091b4ce3071874bfb4905a8820044b7afe02e8e93267c13','admin','2016-12-26 11:43:46.0','admin','2016-12-28 08:06:16.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('da054009813544e1b84eb1b7aba793628f7ceafd54074a3aacc1134b39e199af','6a6f3d3ddf9c4005bf907388a69a8bc069ebe9b9388e42e3933585fe79bb96ee','a336bbd383d942abb6762d85b66aea53a4771fcc8005403ebd355765913fc76c','admin','2017-01-05 11:02:48.0','admin','2017-01-08 01:00:03.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('a944f0663daa4e7eab16695daff8d115eac3ac75d10347a7afa161de5f42bfdc','e30b05405eb04ee4a8951c846ea178c8a57e7f53a2c6496285f0d1506d3c3fd5','08c42fc008b74720978dfca5807fd6568fb498ae8a644fd2b9bdfd0cb37ae534','admin','2017-01-05 11:03:05.0','admin','2017-01-09 07:17:39.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('e3a841f15b384d0aba687ddb9cafe4bf3dea5af7e9fd4e0386c202966e3ed058','dfb7ae5bf891412d9ef48324c619aa41bc0c00b4cee7447cb1d150ac52c56a58','218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','admin','2017-01-11 09:39:19.0','admin','2017-01-11 09:39:19.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
